genome	genome_size	target_illumina_depth	read_count	read_bases	actual_illumina_depth
ATCC_19119_Listeria_ivanovii	2919549	04.0	111212	11666067	3.995845
ATCC_25922_Escherichia_coli	5204893	04.0	170710	20817001	3.999506
ATCC_33560_Campylobacter_jejuni	1768448	04.0	58934	7070837	3.998329
ATCC_35221_Campylobacter_lari	1513368	04.0	46996	6043740	3.993569
ATCC_35897_Listeria_welshimeri	2814137	04.0	87024	11228872	3.990165
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.0	97886	11760132	3.993891
ATCC_10708_Salmonella_enterica	4801704	04.1	175114	19674920	4.097487
ATCC_14035_Vibrio_cholerae	4142374	04.1	133384	16999919	4.103907
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.1	173148	21107032	4.100769
ATCC_19119_Listeria_ivanovii	2919549	04.1	113994	11956292	4.095253
ATCC_25922_Escherichia_coli	5204893	04.1	174978	21334451	4.098922
ATCC_33560_Campylobacter_jejuni	1768448	04.1	60408	7245918	4.097331
ATCC_35221_Campylobacter_lari	1513368	04.1	48172	6190550	4.090578
ATCC_35897_Listeria_welshimeri	2814137	04.1	89200	11525598	4.095606
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.1	100334	12079256	4.102269
ATCC_10708_Salmonella_enterica	4801704	04.2	179386	20225834	4.212220
ATCC_14035_Vibrio_cholerae	4142374	04.2	136638	17426366	4.206854
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.2	177370	21643188	4.204935
ATCC_19119_Listeria_ivanovii	2919549	04.2	116774	12253881	4.197182
ATCC_25922_Escherichia_coli	5204893	04.2	179246	21835525	4.195191
ATCC_33560_Campylobacter_jejuni	1768448	04.2	61880	7429274	4.201013
ATCC_35221_Campylobacter_lari	1513368	04.2	49346	6356280	4.200088
ATCC_35897_Listeria_welshimeri	2814137	04.2	91376	11799854	4.193063
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.2	102780	12383760	4.205683
ATCC_10708_Salmonella_enterica	4801704	04.3	183656	20687453	4.308356
ATCC_14035_Vibrio_cholerae	4142374	04.3	139892	17832854	4.304984
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.3	181594	22074440	4.288721
ATCC_19119_Listeria_ivanovii	2919549	04.3	119554	12552191	4.299359
ATCC_25922_Escherichia_coli	5204893	04.3	183514	22340043	4.292123
ATCC_33560_Campylobacter_jejuni	1768448	04.3	63354	7607976	4.302063
ATCC_35221_Campylobacter_lari	1513368	04.3	50520	6516487	4.305950
ATCC_35897_Listeria_welshimeri	2814137	04.3	93550	12118451	4.306276
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.3	105228	12648048	4.295438
ATCC_10708_Salmonella_enterica	4801704	04.4	187928	21106039	4.395531
ATCC_14035_Vibrio_cholerae	4142374	04.4	143144	18204180	4.394624
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.4	185818	22637230	4.398062
ATCC_19119_Listeria_ivanovii	2919549	04.4	122334	12861295	4.405233
ATCC_25922_Escherichia_coli	5204893	04.4	187780	22896073	4.398951
ATCC_33560_Campylobacter_jejuni	1768448	04.4	64828	7765982	4.391410
ATCC_35221_Campylobacter_lari	1513368	04.4	51696	6648942	4.393473
ATCC_35897_Listeria_welshimeri	2814137	04.4	95726	12408101	4.409202
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.4	107676	12983846	4.409479
ATCC_10708_Salmonella_enterica	4801704	04.5	192198	21621845	4.502952
ATCC_14035_Vibrio_cholerae	4142374	04.5	146398	18657424	4.504041
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.5	190040	23186006	4.504681
ATCC_19119_Listeria_ivanovii	2919549	04.5	125114	13176295	4.513126
ATCC_25922_Escherichia_coli	5204893	04.5	192048	23399379	4.495650
ATCC_33560_Campylobacter_jejuni	1768448	04.5	66302	7950722	4.495875
ATCC_35221_Campylobacter_lari	1513368	04.5	52870	6804604	4.496331
ATCC_35897_Listeria_welshimeri	2814137	04.5	97902	12668964	4.501900
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.5	110122	13249402	4.499666
ATCC_10708_Salmonella_enterica	4801704	04.6	196470	22108223	4.604245
ATCC_14035_Vibrio_cholerae	4142374	04.6	149650	19077634	4.605483
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.6	194264	23663654	4.597481
ATCC_19119_Listeria_ivanovii	2919549	04.6	127894	13453941	4.608225
ATCC_25922_Escherichia_coli	5204893	04.6	196316	23951724	4.601770
ATCC_33560_Campylobacter_jejuni	1768448	04.6	67774	8159012	4.613656
ATCC_35221_Campylobacter_lari	1513368	04.6	54046	6943267	4.587956
ATCC_35897_Listeria_welshimeri	2814137	04.6	100078	12960855	4.605623
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.6	112570	13552029	4.602442
ATCC_10708_Salmonella_enterica	4801704	04.7	200740	22574576	4.701367
ATCC_14035_Vibrio_cholerae	4142374	04.7	152904	19444666	4.694087
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.7	198486	24246791	4.710775
ATCC_19119_Listeria_ivanovii	2919549	04.7	130676	13733509	4.703983
ATCC_25922_Escherichia_coli	5204893	04.7	200584	24472304	4.701788
ATCC_33560_Campylobacter_jejuni	1768448	04.7	69248	8319321	4.704306
ATCC_35221_Campylobacter_lari	1513368	04.7	55220	7096019	4.688891
ATCC_35897_Listeria_welshimeri	2814137	04.7	102254	13229294	4.701012
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.7	115016	13826487	4.695651
ATCC_10708_Salmonella_enterica	4801704	04.8	205012	23040962	4.798496
ATCC_14035_Vibrio_cholerae	4142374	04.8	156158	19874802	4.797925
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.8	202710	24725595	4.803799
ATCC_19119_Listeria_ivanovii	2919549	04.8	133456	13999494	4.795087
ATCC_25922_Escherichia_coli	5204893	04.8	204852	24988793	4.801019
ATCC_33560_Campylobacter_jejuni	1768448	04.8	70722	8474781	4.792213
ATCC_35221_Campylobacter_lari	1513368	04.8	56396	7286015	4.814437
ATCC_35897_Listeria_welshimeri	2814137	04.8	104428	13487644	4.792817
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.8	117464	14120035	4.795344
ATCC_10708_Salmonella_enterica	4801704	04.9	209284	23584965	4.911790
ATCC_14035_Vibrio_cholerae	4142374	04.9	159410	20319741	4.905337
ATCC_17802_Vibrio_parahaemolyticus	5147091	04.9	206932	25244113	4.904539
ATCC_19119_Listeria_ivanovii	2919549	04.9	136236	14310890	4.901746
ATCC_25922_Escherichia_coli	5204893	04.9	209120	25498039	4.898859
ATCC_33560_Campylobacter_jejuni	1768448	04.9	72194	8673284	4.904460
ATCC_35221_Campylobacter_lari	1513368	04.9	57570	7407796	4.894907
ATCC_35897_Listeria_welshimeri	2814137	04.9	106604	13763736	4.890926
ATCC_BAA-679_Listeria_monocytogenes	2944530	04.9	119910	14432488	4.901457
ATCC_10708_Salmonella_enterica	4801704	05.0	213554	24024494	5.003326
ATCC_14035_Vibrio_cholerae	4142374	05.0	162664	20702761	4.997801
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.0	211156	25712440	4.995528
ATCC_19119_Listeria_ivanovii	2919549	05.0	139016	14594628	4.998932
ATCC_25922_Escherichia_coli	5204893	05.0	213388	25989934	4.993365
ATCC_33560_Campylobacter_jejuni	1768448	05.0	73668	8844963	5.001539
ATCC_35221_Campylobacter_lari	1513368	05.0	58746	7568629	5.001182
ATCC_35897_Listeria_welshimeri	2814137	05.0	108780	14076535	5.002078
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.0	122358	14739908	5.005861
ATCC_10708_Salmonella_enterica	4801704	05.1	217826	24464865	5.095038
ATCC_14035_Vibrio_cholerae	4142374	05.1	165918	21126645	5.100129
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.1	215378	26232973	5.096660
ATCC_19119_Listeria_ivanovii	2919549	05.1	141796	14881637	5.097238
ATCC_25922_Escherichia_coli	5204893	05.1	217656	26528735	5.096883
ATCC_33560_Campylobacter_jejuni	1768448	05.1	75142	8985428	5.080968
ATCC_35221_Campylobacter_lari	1513368	05.1	59920	7713239	5.096737
ATCC_35897_Listeria_welshimeri	2814137	05.1	110956	14369397	5.106146
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.1	124806	14996582	5.093030
ATCC_10708_Salmonella_enterica	4801704	05.2	222096	24984484	5.203253
ATCC_14035_Vibrio_cholerae	4142374	05.2	169170	21535448	5.198817
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.2	219602	26755451	5.198169
ATCC_19119_Listeria_ivanovii	2919549	05.2	144576	15179637	5.199308
ATCC_25922_Escherichia_coli	5204893	05.2	221922	27059353	5.198829
ATCC_33560_Campylobacter_jejuni	1768448	05.2	76614	9229234	5.218832
ATCC_35221_Campylobacter_lari	1513368	05.2	61096	7853577	5.189469
ATCC_35897_Listeria_welshimeri	2814137	05.2	113132	14637380	5.201374
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.2	127252	15290278	5.192773
ATCC_10708_Salmonella_enterica	4801704	05.3	226368	25440745	5.298274
ATCC_14035_Vibrio_cholerae	4142374	05.3	172424	21952145	5.299411
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.3	223826	27273670	5.298851
ATCC_19119_Listeria_ivanovii	2919549	05.3	147356	15463293	5.296466
ATCC_25922_Escherichia_coli	5204893	05.3	226190	27594662	5.301677
ATCC_33560_Campylobacter_jejuni	1768448	05.3	78088	9418315	5.325751
ATCC_35221_Campylobacter_lari	1513368	05.3	62270	8016596	5.297188
ATCC_35897_Listeria_welshimeri	2814137	05.3	115306	14890213	5.291218
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.3	129700	15627894	5.307432
ATCC_10708_Salmonella_enterica	4801704	05.4	230638	25913261	5.396680
ATCC_14035_Vibrio_cholerae	4142374	05.4	175678	22370712	5.400456
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.4	228048	27798901	5.400895
ATCC_19119_Listeria_ivanovii	2919549	05.4	150138	15762684	5.399013
ATCC_25922_Escherichia_coli	5204893	05.4	230458	28099168	5.398606
ATCC_33560_Campylobacter_jejuni	1768448	05.4	79562	9543547	5.396566
ATCC_35221_Campylobacter_lari	1513368	05.4	63444	8160787	5.392467
ATCC_35897_Listeria_welshimeri	2814137	05.4	117482	15185804	5.396256
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.4	132146	15892176	5.397185
ATCC_10708_Salmonella_enterica	4801704	05.5	234910	26404577	5.499001
ATCC_14035_Vibrio_cholerae	4142374	05.5	178930	22763091	5.495180
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.5	232272	28265794	5.491605
ATCC_19119_Listeria_ivanovii	2919549	05.5	152918	16057258	5.499910
ATCC_25922_Escherichia_coli	5204893	05.5	234726	28607353	5.496242
ATCC_33560_Campylobacter_jejuni	1768448	05.5	81034	9725549	5.499482
ATCC_35221_Campylobacter_lari	1513368	05.5	64620	8312196	5.492514
ATCC_35897_Listeria_welshimeri	2814137	05.5	119658	15469342	5.497010
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.5	134594	16191023	5.498678
ATCC_10708_Salmonella_enterica	4801704	05.6	239180	26842870	5.590280
ATCC_14035_Vibrio_cholerae	4142374	05.6	182184	23214079	5.604051
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.6	236494	28793511	5.594132
ATCC_19119_Listeria_ivanovii	2919549	05.6	155698	16359095	5.603295
ATCC_25922_Escherichia_coli	5204893	05.6	238994	29136646	5.597933
ATCC_33560_Campylobacter_jejuni	1768448	05.6	82508	9894224	5.594862
ATCC_35221_Campylobacter_lari	1513368	05.6	65794	8482523	5.605063
ATCC_35897_Listeria_welshimeri	2814137	05.6	121834	15773792	5.605196
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.6	137040	16463191	5.591109
ATCC_10708_Salmonella_enterica	4801704	05.7	243452	27336695	5.693123
ATCC_14035_Vibrio_cholerae	4142374	05.7	185436	23618809	5.701756
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.7	240718	29333924	5.699126
ATCC_19119_Listeria_ivanovii	2919549	05.7	158478	16657099	5.705367
ATCC_25922_Escherichia_coli	5204893	05.7	243262	29659423	5.698373
ATCC_33560_Campylobacter_jejuni	1768448	05.7	83982	10118850	5.721881
ATCC_35221_Campylobacter_lari	1513368	05.7	66970	8631256	5.703342
ATCC_35897_Listeria_welshimeri	2814137	05.7	124010	16051301	5.703809
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.7	139488	16777865	5.697977
ATCC_10708_Salmonella_enterica	4801704	05.8	247722	27860678	5.802248
ATCC_14035_Vibrio_cholerae	4142374	05.8	188690	24045626	5.804793
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.8	244940	29849583	5.799311
ATCC_19119_Listeria_ivanovii	2919549	05.8	161258	16943356	5.803415
ATCC_25922_Escherichia_coli	5204893	05.8	247530	30207017	5.803580
ATCC_33560_Campylobacter_jejuni	1768448	05.8	85454	10274727	5.810024
ATCC_35221_Campylobacter_lari	1513368	05.8	68144	8775420	5.798602
ATCC_35897_Listeria_welshimeri	2814137	05.8	126184	16340377	5.806532
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.8	141936	17045623	5.788911
ATCC_10708_Salmonella_enterica	4801704	05.9	251994	28411032	5.916864
ATCC_14035_Vibrio_cholerae	4142374	05.9	191944	24439632	5.899909
ATCC_17802_Vibrio_parahaemolyticus	5147091	05.9	249164	30372019	5.900812
ATCC_19119_Listeria_ivanovii	2919549	05.9	164038	17270029	5.915307
ATCC_25922_Escherichia_coli	5204893	05.9	251798	30671612	5.892841
ATCC_33560_Campylobacter_jejuni	1768448	05.9	86928	10436621	5.901570
ATCC_35221_Campylobacter_lari	1513368	05.9	69320	8937877	5.905950
ATCC_35897_Listeria_welshimeri	2814137	05.9	128360	16617364	5.904959
ATCC_BAA-679_Listeria_monocytogenes	2944530	05.9	144382	17387989	5.905183
ATCC_10708_Salmonella_enterica	4801704	06.0	256266	28797430	5.997335
ATCC_14035_Vibrio_cholerae	4142374	06.0	195196	24854009	5.999943
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.0	253386	30919886	6.007254
ATCC_19119_Listeria_ivanovii	2919549	06.0	166820	17470237	5.983882
ATCC_25922_Escherichia_coli	5204893	06.0	256064	31247729	6.003529
ATCC_33560_Campylobacter_jejuni	1768448	06.0	88402	10584273	5.985063
ATCC_35221_Campylobacter_lari	1513368	06.0	70494	9064336	5.989512
ATCC_35897_Listeria_welshimeri	2814137	06.0	130536	16883293	5.999456
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.0	146830	17655477	5.996025
ATCC_10708_Salmonella_enterica	4801704	06.1	260536	29254655	6.092556
ATCC_14035_Vibrio_cholerae	4142374	06.1	198450	25275618	6.101722
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.1	257610	31376068	6.095883
ATCC_19119_Listeria_ivanovii	2919549	06.1	169600	17838995	6.110188
ATCC_25922_Escherichia_coli	5204893	06.1	260332	31736883	6.097509
ATCC_33560_Campylobacter_jejuni	1768448	06.1	89874	10793732	6.103505
ATCC_35221_Campylobacter_lari	1513368	06.1	71670	9233804	6.101492
ATCC_35897_Listeria_welshimeri	2814137	06.1	132712	17180904	6.105212
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.1	149276	17954339	6.097522
ATCC_10708_Salmonella_enterica	4801704	06.2	264808	29806624	6.207509
ATCC_14035_Vibrio_cholerae	4142374	06.2	201704	25667600	6.196350
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.2	261834	31934441	6.204366
ATCC_19119_Listeria_ivanovii	2919549	06.2	172380	18113746	6.204295
ATCC_25922_Escherichia_coli	5204893	06.2	264600	32268482	6.199643
ATCC_33560_Campylobacter_jejuni	1768448	06.2	91348	10963937	6.199750
ATCC_35221_Campylobacter_lari	1513368	06.2	72844	9378101	6.196841
ATCC_35897_Listeria_welshimeri	2814137	06.2	134888	17418687	6.189708
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.2	151724	18241419	6.195018
ATCC_10708_Salmonella_enterica	4801704	06.3	269078	30261132	6.302165
ATCC_14035_Vibrio_cholerae	4142374	06.3	204956	26065125	6.292315
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.3	266056	32421081	6.298913
ATCC_19119_Listeria_ivanovii	2919549	06.3	175160	18339658	6.281675
ATCC_25922_Escherichia_coli	5204893	06.3	268868	32810085	6.303700
ATCC_33560_Campylobacter_jejuni	1768448	06.3	92822	11140290	6.299472
ATCC_35221_Campylobacter_lari	1513368	06.3	74020	9537250	6.302003
ATCC_35897_Listeria_welshimeri	2814137	06.3	137062	17752436	6.308305
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.3	154172	18514779	6.287855
ATCC_10708_Salmonella_enterica	4801704	06.4	273350	30731377	6.400098
ATCC_14035_Vibrio_cholerae	4142374	06.4	208210	26531890	6.404996
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.4	270280	32941468	6.400016
ATCC_19119_Listeria_ivanovii	2919549	06.4	177940	18686960	6.400632
ATCC_25922_Escherichia_coli	5204893	06.4	273136	33292731	6.396429
ATCC_33560_Campylobacter_jejuni	1768448	06.4	94294	11332365	6.408084
ATCC_35221_Campylobacter_lari	1513368	06.4	75194	9674645	6.392790
ATCC_35897_Listeria_welshimeri	2814137	06.4	139238	18050126	6.414089
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.4	156618	18836214	6.397018
ATCC_10708_Salmonella_enterica	4801704	06.5	277620	31164701	6.490341
ATCC_14035_Vibrio_cholerae	4142374	06.5	211464	26907934	6.495776
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.5	274502	33441853	6.497233
ATCC_19119_Listeria_ivanovii	2919549	06.5	180720	19016177	6.513395
ATCC_25922_Escherichia_coli	5204893	06.5	277404	33830936	6.499833
ATCC_33560_Campylobacter_jejuni	1768448	06.5	95768	11476089	6.489356
ATCC_35221_Campylobacter_lari	1513368	06.5	76368	9845799	6.505885
ATCC_35897_Listeria_welshimeri	2814137	06.5	141414	18298801	6.502455
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.5	159066	19142389	6.500999
ATCC_10708_Salmonella_enterica	4801704	06.6	281892	31719415	6.605866
ATCC_14035_Vibrio_cholerae	4142374	06.6	214716	27301179	6.590708
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.6	278726	33987911	6.603324
ATCC_19119_Listeria_ivanovii	2919549	06.6	183502	19249610	6.593350
ATCC_25922_Escherichia_coli	5204893	06.6	281672	34315791	6.592986
ATCC_33560_Campylobacter_jejuni	1768448	06.6	97242	11680674	6.605042
ATCC_35221_Campylobacter_lari	1513368	06.6	77544	9968294	6.586827
ATCC_35897_Listeria_welshimeri	2814137	06.6	143590	18584713	6.604054
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.6	161512	19435799	6.600645
ATCC_10708_Salmonella_enterica	4801704	06.7	286162	32154658	6.696509
ATCC_14035_Vibrio_cholerae	4142374	06.7	217970	27766471	6.703033
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.7	282948	34460253	6.695093
ATCC_19119_Listeria_ivanovii	2919549	06.7	186282	19567517	6.702239
ATCC_25922_Escherichia_coli	5204893	06.7	285940	34867205	6.698928
ATCC_33560_Campylobacter_jejuni	1768448	06.7	98714	11891113	6.724038
ATCC_35221_Campylobacter_lari	1513368	06.7	78718	10148485	6.705893
ATCC_35897_Listeria_welshimeri	2814137	06.7	145766	18840671	6.695008
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.7	163960	19762686	6.711660
ATCC_10708_Salmonella_enterica	4801704	06.8	290434	32650450	6.799763
ATCC_14035_Vibrio_cholerae	4142374	06.8	221222	28162886	6.798730
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.8	287172	34965671	6.793287
ATCC_19119_Listeria_ivanovii	2919549	06.8	189062	19834353	6.793635
ATCC_25922_Escherichia_coli	5204893	06.8	290206	35407084	6.802653
ATCC_33560_Campylobacter_jejuni	1768448	06.8	100188	12023064	6.798652
ATCC_35221_Campylobacter_lari	1513368	06.8	79894	10279381	6.792386
ATCC_35897_Listeria_welshimeri	2814137	06.8	147940	19112962	6.791766
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.8	166406	19950664	6.775500
ATCC_10708_Salmonella_enterica	4801704	06.9	294704	33108118	6.895076
ATCC_14035_Vibrio_cholerae	4142374	06.9	224476	28577814	6.898897
ATCC_17802_Vibrio_parahaemolyticus	5147091	06.9	291394	35524925	6.901942
ATCC_19119_Listeria_ivanovii	2919549	06.9	191842	20158361	6.904614
ATCC_25922_Escherichia_coli	5204893	06.9	294474	35902134	6.897766
ATCC_33560_Campylobacter_jejuni	1768448	06.9	101662	12194074	6.895353
ATCC_35221_Campylobacter_lari	1513368	06.9	81068	10437654	6.896970
ATCC_35897_Listeria_welshimeri	2814137	06.9	150116	19403269	6.894926
ATCC_BAA-679_Listeria_monocytogenes	2944530	06.9	168854	20301846	6.894766
ATCC_10708_Salmonella_enterica	4801704	07.0	298976	33620916	7.001871
ATCC_14035_Vibrio_cholerae	4142374	07.0	227730	28970435	6.993679
ATCC_17802_Vibrio_parahaemolyticus	5147091	07.0	295618	35991341	6.992559
ATCC_19119_Listeria_ivanovii	2919549	07.0	194622	20372837	6.978076
ATCC_25922_Escherichia_coli	5204893	07.0	298742	36436027	7.000341
ATCC_33560_Campylobacter_jejuni	1768448	07.0	103136	12362193	6.990419
ATCC_35221_Campylobacter_lari	1513368	07.0	82244	10589113	6.997050
ATCC_35897_Listeria_welshimeri	2814137	07.0	152292	19685509	6.995220
ATCC_BAA-679_Listeria_monocytogenes	2944530	07.0	171302	20574659	6.987417
ATCC_10708_Salmonella_enterica	4801704	07.1	303248	34094341	7.100467
ATCC_14035_Vibrio_cholerae	4142374	07.1	230982	29427838	7.104099
ATCC_17802_Vibrio_parahaemolyticus	5147091	07.1	299842	36547615	7.100635
ATCC_19119_Listeria_ivanovii	2919549	07.1	197402	20750302	7.107365
ATCC_25922_Escherichia_coli	5204893	07.1	303010	36951827	7.099440
ATCC_33560_Campylobacter_jejuni	1768448	07.1	104608	12556847	7.100489
ATCC_35221_Campylobacter_lari	1513368	07.1	83418	10746638	7.101139
ATCC_35897_Listeria_welshimeri	2814137	07.1	154468	19974273	7.097832
ATCC_BAA-679_Listeria_monocytogenes	2944530	07.1	173748	20883617	7.092343
ATCC_10708_Salmonella_enterica	4801704	07.2	307518	34585043	7.202660
ATCC_14035_Vibrio_cholerae	4142374	07.2	234236	29823094	7.199517
ATCC_17802_Vibrio_parahaemolyticus	5147091	07.2	304064	37059441	7.200074
ATCC_19119_Listeria_ivanovii	2919549	07.2	200184	20968813	7.182209
ATCC_25922_Escherichia_coli	5204893	07.2	307278	37453186	7.195764
ATCC_33560_Campylobacter_jejuni	1768448	07.2	106082	12735365	7.201435
ATCC_35221_Campylobacter_lari	1513368	07.2	84594	10888080	7.194601
ATCC_35897_Listeria_welshimeri	2814137	07.2	156644	20242056	7.192988
ATCC_BAA-679_Listeria_monocytogenes	2944530	07.2	176196	21217259	7.205652
ATCC_10708_Salmonella_enterica	4801704	07.3	311790	35063228	7.302246
ATCC_14035_Vibrio_cholerae	4142374	07.3	237490	30241434	7.300507
ATCC_17802_Vibrio_parahaemolyticus	5147091	07.3	308288	37529524	7.291404
ATCC_19119_Listeria_ivanovii	2919549	07.3	202964	21317556	7.301660
ATCC_25922_Escherichia_coli	5204893	07.3	311546	38007232	7.302211
ATCC_33560_Campylobacter_jejuni	1768448	07.3	107556	12896638	7.292630
ATCC_35221_Campylobacter_lari	1513368	07.3	85768	11069289	7.314340
ATCC_35897_Listeria_welshimeri	2814137	07.3	158818	20529298	7.295059
ATCC_BAA-679_Listeria_monocytogenes	2944530	07.3	178642	21488510	7.297772
ATCC_10708_Salmonella_enterica	4801704	07.4	316060	35512433	7.395798
ATCC_14035_Vibrio_cholerae	4142374	07.4	240742	30654795	7.400296
ATCC_17802_Vibrio_parahaemolyticus	5147091	07.4	312510	38122904	7.406689
ATCC_19119_Listeria_ivanovii	2919549	07.4	205744	21613343	7.402973
ATCC_25922_Escherichia_coli	5204893	07.4	315814	38534442	7.403503
ATCC_33560_Campylobacter_jejuni	1768448	07.4	109028	13093742	7.404086
